KO	Metagenome_fam01	Metagenome_fam02	Metagenome_fam03	Metagenome_fam04	Metagenome_fam05	Metagenome_fam06	Metagenome_fam07	Metagenome_fam08	Metagenome_fam09	Metagenome_fam10	Metagenome_hos01	Metagenome_hos02	Metagenome_hos03	Metagenome_hos04	Metagenome_hos05	Metagenome_hos06	Metagenome_hos07	Metagenome_hos08	Metagenome_hos09	Metagenome_hos10	Metagenome_lab01	Metagenome_lab02	Metagenome_lab03	Metagenome_lab04	Metagenome_lab05	Metagenome_lab06	Metagenome_lab07	Metagenome_lab08	Metagenome_lab09	Metagenome_lab10	Metagenome_res01	Metagenome_res02	Metagenome_res03	Metagenome_res04	Metagenome_res05	Metagenome_res06	Metagenome_res07	Metagenome_res08	Metagenome_res09	Metagenome_res10	Metagenome_wild01	Metagenome_wild02	Metagenome_wild03	Metagenome_wild04	Metagenome_wild05	Metagenome_wild06	Metagenome_wild07	Metagenome_wild08	Metagenome_wild09	Metagenome_wild10
K00001	37.649321125	28.98853955	12.308021858	23.615026306	22.44066306	10.29095833	12.25476543	15.80605632	9.232584919999999	8.50589019	4.0672373	1.34415308	1.14310819	2.152992607	2.175527621	0.52934454	2.50480433	3.21608537	0.24044095	0.33162472	16.53243971	66.12303528	92.863596095	24.41425	60.02256592	30.69808247	32.495930724	3.222236584	40.13550057	30.43834191	4.62052346	4.81700016	4.18447673	2.34532388	5.21298878	7.8269421900000005	4.66890044	10.46773862	11.417101126	3.689464205	106.481880356	90.946240295	232.589775806	139.00179916	46.066213318	158.880974765	141.76837792999999	294.51588238	100.87973634000001	79.421935579
K00002	11.555542580000001	7.57481642	7.037948556000001	31.33608471	3.77310633	3.68641326	10.96149243	3.775871596	3.170237275	6.80983618	7.67297994	7.013466184	1.8248841100000002	8.4013898	2.59925291	7.137853349999999	9.74046096	7.29162996	0.6786823200000001	7.985181460000001	22.85977676	26.238262515	21.55366437	14.482943944	27.19528898	19.4160171	15.31612939	4.19400095	8.54738704	20.31141127	7.48548866	10.45953983	7.78264878	7.33838358	0.82798573	10.60029776	6.98804197	10.25728495	13.756600442	0.54952018	52.50025696	12.926885595	0.34566397000000004	5.4321747	9.561097145	1.6033702699999999	10.49306037	8.93162175	49.33373999	19.11540073
K00003	55.666423159	61.643525229999995	17.28795805	55.015012475	76.09718535	27.32068618	20.993297919	26.119133482	12.252484835	15.684468884000001	5.29499885	1.7721521199999999	5.30488195	4.21308142	4.17391427	1.1431613299999999	5.96375003	2.36842007	0.37040686	0.3768629	56.593840664	88.548681667	141.91601282	92.20818337	133.497474375	133.30075888	109.896280335	14.739277936	155.32251115	118.629542272	8.20035784	10.313856855	10.624032764	8.39248245	30.72441919	11.14716557	14.010812746000001	12.046514557	18.66311751	7.7166991	142.670058566	194.620701773	221.6915428	231.855729534	99.960700909	115.21008273000001	171.89104364	135.09506061	135.9870687	152.781264324
K00004	2.11823803	9.218788104000001	5.11053489	5.55658	60.51166554	3.54729426	2.5481207500000003	6.462944780000001	7.695383420000001	4.1870741	1.9354662999999999	0	4.3383052	2.052218546	1.27004459	1.11434247	1.10538185	0.09835733	0.473486706	0.20675382	23.335377530000002	19.44205675	23.53864084	5.02619557	15.372006234	17.328460619999998	6.722553433	21.7595305	2.00149204	10.8910498	4.29041953	0.898485	5.963020184	2.520420142	4.54978765	2.63054062	6.30363639	3.1391402939999997	2.8390703200000003	2.24972817	16.063352756	20.209961035	72.042908336	58.712846132	12.523042418	37.31927761	50.38799103	86.121947724	18.63477691	32.14387527
K00005	9.71371481	87.16809567	6.3011517999999995	22.109005189999998	27.82260234	7.4680793880000005	11.262704245	11.1193206	69.77187998000001	4.95624323	3.39264205	1.56300551	4.1948680540000005	1.09437112	1.1647212599999999	0.24352403	4.49450941	3.01100871	0.15890965	0.23645312	36.55376673	50.516330185	59.818338975	95.72720388	47.511733830000004	37.713257204	52.941082735	36.05717557	96.12751273	46.967305691	3.69922493	4.085927941	5.57158206	3.6802775	62.08773194	3.6463083199999997	8.44544543	5.41755089	5.0198305	35.74270969	117.650839844	167.166730868	96.56120669	146.207376956	54.761735228	193.635124023	218.20100315	76.10177251	131.49135853	124.27093354
K00007	0.59022106	0.4747442	0.87115584	0	3.91113267	0.25665665	0.21885787	0.12969802	3.38484928	0	0	0	0.42310369	0	0	0	0	0	0	0	1.47340167	13.44091781	5.21027955	0	4.64778038	5.25878526	3.48771686	0	0	4.16404147	0	0.51158686	0	0	0	0	0	0	0	0.42549193	14.06450059	7.304989459999999	2.0562151699999998	1.70744892	6.82672063	28.11970753	15.12507065	0.39362106	13.99109301	5.02233763
K00008	36.827439246	141.074331393	26.068329441	58.91299812	289.996731685	14.71229478	14.364613422	21.026891345	159.37174103	14.23898105	7.26027295	0	1.615662269	5.19640095	3.00179258	4.2941128200000005	2.82372876	2.301371375	0.13763452	0.0881888	70.301002885	246.418618834	175.152913007	99.05685277	138.883997453	122.068262336	99.179735879	199.332492672	78.78316721600001	101.577396386	4.58165149	4.417917224	10.380770445	13.43579952	142.80742295	5.39062041	7.136502884	7.625442505	17.207545386	363.70868462	292.208283795	64.865351921	35.751109726	155.728078442	180.353858288	68.687980155	97.336800038	265.390806676	227.845795455	179.079108609
K00009	12.503576445	31.729964735	6.96161019	6.38692686	10.75362825	4.11257554	2.332789262	5.12025156	28.73206453	4.23961891	0.24043018	0.28305826	0.9153268059999999	1.352761972	0.34376692000000003	0.90480609	0.53028661	0.49893746000000005	0.49139385999999996	0	5.304793934	23.377141714	23.412671760000002	31.71941273	13.628017645	28.39798408	24.827504396	61.68160767	35.72329264	26.38538514	0.72875926	1.821044156	2.19962906	2.95672187	30.15568666	2.5013228	2.6193719	3.8219866	3.54994321	12.27375733	54.121819715	40.972750166000004	33.534422989999996	33.713906800000004	15.450273984999999	151.18266254	70.94156767	29.251119724	50.00511753	26.543731716
K00010	123.836890092	280.075818276	64.515402115	75.95799862	97.21705661	104.753840356	61.573689475	201.80235386	58.188171184	47.089530936	30.165529495	2.50779625	5.377011494	8.478369426	7.074794658	0.50388321	5.932863541	16.135005116	0.212225006	0.3801243	108.186550495	788.869497144	359.851347485	209.29409307	395.680046453	343.231597673	225.848755268	67.04029218	176.634977814	288.14156861600003	10.892668234	12.383321704	20.897833208	34.355782111	17.85810507	21.58739597	33.9592334	41.712295596	126.490302619	54.13429611	167.248054055	463.725306074	28.716849789999998	89.898777434	478.397382691	279.090247218	170.265120097	364.05298294199997	193.587832037	341.52513942400003
K00012	107.906709642	163.562932119	47.278845745	87.35187192	79.670572848	49.237812344	44.42089646	108.555199445	16.20331624	43.324722045	12.652624184	6.07822012	7.857260604	11.07591541	6.250245208	2.01497445	14.461978479999999	11.48724157	1.66759524	1.15116957	119.480871145	219.634039704	247.219167544	126.956315085	276.387653629	191.451034153	183.2983249	39.43434371	105.210697647	186.434090959	13.40568983	18.18743559	19.953850062	12.533727789	10.89812182	25.82612653	29.563969408	31.59354317	50.846227232000004	14.587159006	153.999988276	203.626947386	169.524405764	259.426136558	136.966514946	229.315081047	184.19153891	239.669062646	160.445838249	189.619855201
K00013	166.646701222	164.753573284	41.81983161	71.56841516	82.933825295	49.442133864	26.74691296	88.136104434	16.52980777	44.923797166	11.43813555	6.20653234	11.38632145	42.624718982000005	5.947772301	1.42760805	37.910789996	6.432302215	2.143606663	4.2811953	78.87327128	238.364876188	173.184892736	158.18240328	205.73210744	210.03958870099999	143.190431303	26.1669407	145.4498729	174.666920106	34.421613713999996	14.983818832	16.22973748	23.917317715	29.91356794	27.35203361	32.171978345	24.017274113	46.198463284999995	11.357755627	184.339417388	292.826603009	251.993054197	264.233235785	154.175066829	169.833350333	213.16631557	164.175015756	213.218459647	241.22930241400002
K00014	187.395373392	206.485109097	48.92646571	85.293936853	204.28708902	59.769204828	35.943514063	112.625566458	32.63152155	52.813142309999996	14.187392593	7.859743961	15.8779875	41.559225124	6.995338095	2.6091180300000003	39.638182666	8.763518795	2.61260015	4.74006016	139.072286635	200.650654397	193.98172487	176.340817644	183.415555951	220.323894145	223.478904222	105.209533241	229.195971917	220.152541569	35.78175432	17.017692536	16.772498068	24.821380225	218.97687377	33.229624455	42.340030935	29.654108412	52.25303066	149.874996549	155.684764493	195.787524911	210.25937302	242.175464779	219.278939678	303.742796004	226.257598131	180.981833526	200.205961863	231.053821226
K00015	28.13520394	101.349119995	19.89284523	37.59090718	122.99149704	13.568182644	22.435161117	63.626252135	29.005387107	15.512084244	7.776219234	0.45771742000000004	2.838543766	3.855077585	1.7964149200000001	1.74518203	6.115978439999999	3.9958939090000003	0.56872886	0.3447416	97.21041844	151.44937181	109.361461817	75.974012085	108.974283084	111.909368825	75.128210266	167.25418949	80.33612784	95.892292672	6.89936653	5.993612345	15.12797551	7.43258274	84.707776454	11.25530032	15.933135664	15.13721607	32.185802530000004	190.88364469799998	158.363009553	88.302990084	30.884966311	87.79705373799999	129.55599671299998	42.20378461	54.953481605	205.735576586	130.16682624999999	160.43104297
K00016	9.08266704	229.73301467	9.71212355	21.822264955999998	282.47307591	9.06725089	2.56864737	16.14942337	729.692378274	6.41974465	7.819912309999999	0.1889054	1.995086382	2.56031943	2.51337954	2.28337952	0.37307168	0.88192358	0.19049416	0.06100928	64.236261496	48.52008209	38.942614674	430.27089153	41.9068685	240.77792882	281.992291559	745.28640809	567.69191644	353.576453469	1.27550156	1.918722356	3.603570584	5.1535372399999995	518.8245469	4.38984968	4.98175991	4.51932024	6.49925119	822.022874086	372.5789608	279.210822788	233.543250333	351.238324185	313.202858545	127.030406034	346.2176604	205.700828345	469.317547149	299.305893583
K00018	71.79782585	44.63196422	23.877351902	55.21803162	59.73264297	30.221075777	27.877734006	41.276800245	17.83420493	23.287634164	4.93503879	3.178000056	4.189768276	4.39770777	3.310325858	1.1100347099999999	9.663312935	3.74898866	0.2738354	0.79588959	76.558491274	119.120721406	160.81698083	114.22473	135.245766511	126.295208976	100.019210529	24.87047093	96.57744278	101.210885613	8.51415238	8.27813121	11.474331469000001	9.957551686	27.50482462	12.1157936	14.78342121	18.282211086	26.71969984	14.72197663	132.87122452	116.267504918	176.655202894	168.805050274	72.71836224	47.125433404	121.579673747	45.91755405	119.153703263	100.478491746
K00019	11.297717738	101.39578406	7.51052946	2.89601745	184.91554138	2.85176064	3.884640492	11.15128684	145.73335403	6.86536729	4.6684079700000005	0.30841195	0.17802468	1.3954461	0.89544229	0.897577704	0.26572615	1.22040675	0	0.066456504	38.86234407	36.136248017999996	18.48999115	62.45569853	45.598611464	30.224625295	45.214242514	291.68495344999997	60.87946527	32.30700652	0.34293581	2.38143733	0.41193999000000003	2.1043454699999997	70.41677309	2.00619712	3.28334831	5.63555964	10.019491134999999	287.53762474	137.961084274	39.790510186	86.00603987	95.3689486	99.6269728	141.923493135	77.886266995	233.92622283	108.33806814600001	102.94281155
K00020	13.522838378	148.6681561	5.15270183	27.55462102	425.46615182000005	6.36286447	3.489512074	7.11749291	198.65116321	1.71643499	4.8657897299999995	0	2.40334729	2.3005664	0.3342751	2.2585179	1.811524736	0.8781901999999999	0.39353588	0	50.396670979999996	65.722980063	35.163165172	264.03073075	41.745783195	101.724102063	233.49307373500002	401.71669391	248.61110563	239.69578159	1.00870355	3.47160364	2.6718043799999998	1.130423946	353.41726483599996	0.0	5.44383058	4.37384042	5.0230825	493.32167537	324.047842126	172.09847911	309.633439442	330.368601909	332.336092216	178.052605955	270.154647646	373.083506385	280.61262169	376.7352937
K00021	1.5399469000000001	1.8016068299999999	1.56746667	4.1003554300000005	6.17762963	0.86191092	1.4732598	0.5933279	2.0550315599999998	0.6552719499999999	0.18748681	0.19958357999999998	0.4040877	0.20876966	0.090549927	0	0	0.2220295	0	0	2.9913498400000003	0.29780807	5.7985173	3.0589213	7.09273636	10.47226759	4.69723757	12.29909363	3.60044938	7.03567859	0.81630805	0.8899479800000001	0.5453091800000001	0.7300768	0.08673219	0.64709756	1.0432402	0.8735545600000001	0.22449723	2.47631011	1.9717771380000002	3.27981934	13.28660154	3.99186477	1.97425114	8.38147343	0.91985946	37.3892008	1.71621161	2.47448128
K00022	0.71409559	2.5519586800000003	0.8164495	0.91998507	1.16745041	0.46114584000000003	0.53009822	1.3904528	0.19787642	0.47180307	0.6444863	0	0	0	0	0	0	0.53130979	0	0	1.7272262	6.4162045	1.46878763	0	1.06390276	0.6671056	0.2090735	0.35006905	4.4599116	0.23138157	0	0	0.39092251	0.42515558	0.8958001	0	0.65364271	0.45126283999999994	1.7508095999999997	0	0.66853367	3.48325817	38.0333204	3.40206196	3.36129899	0.33777797	2.62997816	8.41505811	0.76085916	2.255341225
K00023	0.13569932	0.75720615	0.75706619	0.24558713	0	0.45875646999999997	0	0.09762207	0.61912658	0.41825548999999995	3.4495766	0.06980674	0	0.124230765	0	0	0.40110395	0	0	0	0.3818637	0.44051306	1.34804141	0.8794496999999999	2.32250486	0.59829038	0.7119135	0.23199968999999998	1.04194125	1.52136297	0	0.09944615	0	0.61907877	0.33276457	0.37398744	0	0.8552489000000001	2.23608338	0.27656537	2.25156902	2.72160938	17.35980815	6.12266375	5.24040839	14.58951055	4.12957261	65.264306174	2.19603795	5.315798490000001
K00024	178.58177194	211.107604138	51.175870427999996	94.89603575	24.52818242	58.814704936999995	37.34020949	130.53426332	10.61792687	57.73807678	15.11400894	5.146281006000001	13.392172535999999	46.183817926	5.4628222300000004	0.91200817	39.69367889	10.85993394	2.90187983	4.59635647	103.74629816	245.316116045	163.88699213	80.376348245	145.782423407	153.78408981	89.47719403	65.103531385	66.31846937	129.42361387	34.114467215000005	16.959155244	16.631199340000002	25.19934991	12.165846909999999	36.05931127	38.496525680000005	31.664353554999998	56.610362341	24.54561864	111.562171942	119.612252141	186.270157006	130.236911839	123.588764525	237.383749725	140.922460594	223.14354593	120.19735354	136.08031474
K00027	45.754982749999996	45.672713384	22.297029430000002	72.43459894	62.748436520000006	23.835933166	19.981630201	17.137311451	15.673411794	22.979580334	7.24624882	0.98643365	5.60378038	10.80910358	5.937519234	0.67435307	7.67624361	3.006077484	0.9563078	1.066809074	136.777863769	59.103724587	138.28051022	83.377709825	134.246034128	123.895735379	90.935724544	24.07145766	54.063387949	107.856771146	12.3431293	11.094153745	9.35433402	7.016086566	37.858535675	12.636703	24.74637813	18.401587375	11.235373831	31.17815922	119.423769414	113.56059443800001	254.795261835	111.853448065	58.401099406	159.174998695	99.446249748	269.680061276	114.871709839	88.564487374
K00029	160.84735914400002	296.90609681	34.04212794	60.6917829	230.31687371	43.72558287	23.19769248	88.31837608000001	142.32612715	43.50404219	16.02647667	6.33432816	13.29580578	46.13067546	6.21390147	2.54053318	38.90028188	9.12306242	2.47570519	5.024798045	87.6826953	162.115675664	110.188194635	252.40077886	144.993684498	211.32183567	256.24615561	331.11835166	319.048192416	244.85709430400001	29.921200539999997	13.066966516	12.104564799	21.735312475	256.50980198	28.99469224	31.88787521	23.41435129	44.919016546	362.67478894	248.963419904	183.16510533	436.191607166	273.894386834	249.19505463500002	330.981448704	317.19116282	193.49694685	271.54072533	272.02432154999997
K00030	11.61145525	9.7501785	6.90349109	26.52920318	29.52385604	8.740597298	4.2707368830000005	9.4434522	2.53290374	3.3428219	1.877702314	0	2.49336537	0.91292263	1.80945141	0.62183431	1.16274128	0.24896690999999999	0.16851404	0	27.56912432	32.17608756	37.172146985	16.73357153	38.777631886	55.277096039999996	18.757299765	20.501275590000002	8.82024117	36.35858795	0.75977674	2.00948177	6.439780460000001	5.606643	13.4671238	2.7415337799999997	5.202701970000001	3.1193530700000003	3.94294872	3.5004711	18.695349799	34.614984905	3.3059664	10.301060635999999	22.069590555	25.69423875	9.63414835	139.37158580599998	18.07640338	18.783722636
K00031	50.848347279	125.656396016	14.36392206	31.24901579	37.01686618	21.955834145	16.960918404	37.748460204000004	6.071427835	13.63973824	6.322002085	2.44237723	1.54776843	3.313708426	2.540344915	0.9875200099999999	7.575432794	2.942412725	0.28458136	0.88710153	53.04812789	96.03042125	109.905877256	139.996057	118.4498354	101.587460541	92.328453511	17.598404249999998	124.72884429	99.92050288	7.1911244100000005	7.836561356	4.04360307	4.74711897	13.51017143	8.85012495	13.193609811	12.27441763	20.355055942	4.181223786	192.214491119	297.897822927	568.457930416	321.33581967	116.77707992	247.527837045	345.953370174	166.392056573	211.382987249	215.161971844
K00033	23.81036075	347.62806904400003	12.18728893	16.88046255	528.05588636	16.59609537	13.402690876	51.43826456	750.2699718	8.9292052	13.526095768	0.4927901	3.27597679	2.305240766	0.7601604599999999	3.91802347	0.67996257	5.03860284	0.62511564	0	108.67952564000001	142.556336357	67.98855435	494.27733768	86.03912737	231.64002544	450.4145644	1038.404297906	749.487535666	339.33424526	2.30092407	4.129016266	2.1131590940000002	2.363019986	782.57498887	3.53806749	6.865153586	8.82240405	17.613817531	1913.800515103	795.905286501	292.534452545	250.700275847	444.805953785	627.800619735	231.20476715	376.563190387	424.90850421	524.93262584	546.280261416
K00034	16.45854243	167.006984725	9.56826685	12.98080765	247.72067276	5.19948819	7.527380982	26.921462090000002	143.55479934	6.7636813700000005	4.4730354199999995	0.452746035	0.46375167	0.9080677859999999	1.5344088200000001	0.92700505	1.4369862199999999	1.319741176	0	0.124052234	55.39725721	114.84925493	56.1094151	318.21053887	24.645526191000002	151.105589039	129.319232175	432.61975933	328.780352404	173.00813385	2.21821249	4.42128526	0.828839004	2.757112044	299.7771462	4.35153681	4.94968827	7.22439332	25.772463	313.90343285	75.21234059	61.456078705	86.36383456	143.251688486	153.531341671	192.29416831	93.91728142	196.400489746	109.13513974	93.45648804
K00036	10.724288167000001	235.7683188	9.773411755	7.74978353	261.1670261	9.52564512	8.834826269	43.162279893000004	244.05886113999998	6.72458735	7.80863856	0	2.496654252	1.31071279	0.702294814	3.612760084	0.952776547	3.23798828	0.676659546	0	63.018060930000004	107.13048793	31.33457724	244.27849947	41.47298974	130.530927765	185.28456529000002	453.40314885000004	385.43908486	159.878024576	1.42520618	2.69899239	2.289553145	2.09195286	349.40775823999996	2.8585620400000002	7.17658376	5.377910115	14.674332895	598.14567979	309.198890577	177.072794404	163.49579109	279.746859803	290.326501408	202.341396004	270.439185066	501.73117439	250.43924009	292.22362178
K00038	8.14984995	110.06522414	7.39411311	8.05841828	233.05030156	4.9048787	3.9885015	23.1234148	266.60428612	2.6211315299999995	5.91426144	0.3417736	1.24880056	0.83121099	0.699797085	1.4190462099999999	0.8093257	2.4563174500000002	0.23059821	0.5313790899999999	49.569168914	69.43227399	22.54841583	103.96055083	48.844197254	71.03543166	61.25572273	502.15254473	108.79505182	59.466086950000005	1.619917	1.8228034	1.47878578	1.6001165	116.92240919	2.7781904	2.4989833999999997	3.1646517000000003	9.62149243	519.8249058900001	265.21174711	50.24102301	155.540064334	188.634255304	263.30427607	32.104295996	100.939585903	191.54232776	239.17571939	251.52851915
K00040	12.50769798	121.20914795	8.22366258	14.48792349	35.96724311	12.34251969	6.924078156	11.783377356999999	7.095846180000001	5.24401139	3.83193782	0.61213983	4.425820405	2.819624099	1.2714807000000001	0.50423619	1.0284236500000001	0.55628214	0.83040298	0.42631272	52.91123906	22.64643269	28.59066436	67.16048777	33.5854761	40.51711976	45.82803763	25.773523570000002	86.02446926	42.687901606000004	2.838999876	2.94722113	5.99799965	1.55273616	14.82377643	4.98794406	9.46553017	5.826183455	2.91437121	5.63809451	95.157900215	121.90384221	136.044695795	195.77719245999998	49.902040754	198.1727415	157.666857336	42.20416682	120.01923678	100.39593639
K00041	17.418512966	108.01883840400001	17.272707956	23.47630581	26.93214832	15.08348122	17.300791408	47.450651982	8.380545784	11.831778289999999	6.9405667499999995	0.15546465	5.70932685	2.99623533	1.962177734	0.22877641	2.36636419	2.47015424	1.19798391	0	80.15321509	114.948489794	70.111069476	76.65978498	91.595160283	100.949148154	57.021405695	29.771352536000002	52.71469444	83.02043136	5.55972004	5.11641259	10.406904544	4.41196643	11.02856175	11.525686539999999	16.725340890000002	12.28098336	19.656111156	14.14277776	74.216062215	114.489238305	56.445356996	83.589399204	65.421213142	134.59057253	106.056573186	38.01643831	86.25249221	89.463616013
K00042	36.08604561	36.24561243	16.10136462	31.46443407	91.32726462	19.08205612	11.554948137	11.071718729999999	8.5874283	16.62376168	2.47594167	2.43595111	4.6061333	4.919107244	3.2014232000000002	1.03565531	4.955273516	1.318039885	0	0.72410511	49.76006416	56.461880377	97.00914464	55.003068809999995	84.695645605	45.380760625	48.84185483	8.93796397	33.51181866	52.428362975	6.56882827	4.90438474	7.53567173	5.59782778	4.6028987	8.59770289	11.89325068	8.76837217	12.475712224	3.28844038	115.674571504	130.331192141	204.62051897	159.991206564	69.725919824	182.42497532	235.27146269399998	114.58857083	124.85604584	104.17993412
K00043	0.252483055	0	0	0	0	0	0	0.14526168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2765614	0	0	0	0.24882329	0.13069555	0.50609666	0.3823677	0	0	0	0	0	0	0	0	0	0	0.46012865999999997	0.82561985	5.53541609	1.9841055	1.7848112400000002	1.1728201600000001	3.7734172299999997	4.10915174	0.53109861	2.00940963
K00045	5.29792049	4.93641995	19.2633271	4.2564471	1.15790996	1.60975106	2.8600137400000003	3.80912904	0.41047355	13.9810477	0.70307595	0	0.83699638	0.5550914	0	0	4.02365537	1.11917994	0	0	5.17477945	10.81073696	10.83084826	4.361701304	6.7396002500000005	8.6961838	5.13935923	0.8998964500000001	2.81151775	7.25516936	0.2973824	1.15244821	0.5558707199999999	18.71846337	0.64467458	0.63097	0.67007938	2.169420976	3.33191534	0.25324062	4.883653474	1.154831175	37.65768081	5.492916699999999	5.8547097400000006	8.72828898	2.77354943	49.782665800000004	3.72102868	6.560102375
K00046	37.375632901	133.752922564	26.59423353	46.09856846	53.1625994	40.656959614	24.710579549	63.125042396	13.51309322	16.324721880000002	7.169048546	1.9622097	7.59509523	7.05390429	3.5310127	0.873251874	3.70137893	6.77455085	0.79325582	0.47643879	126.86934661000001	195.198373535	131.41725569	149.58960109	122.84242625	145.439355689	89.915220299	59.33513407	109.14377675	131.175930144	9.01341078	8.18983288	10.330349304	7.59617215	27.19155405	10.87324565	14.4979547	14.648857086	32.787858265000004	16.81139372	162.553041676	213.366329261	149.363780649	244.298841464	104.484055037	140.1972231	209.260430766	109.078247011	186.508324055	142.637874034
K00048	6.16392109	42.7721242	5.236527672999999	11.77033426	7.32971668	2.75930699	6.709229130000001	19.20305186	6.14315299	3.07649763	3.23435163	0	2.94833991	0.40380208	1.147493984	0.24042422	0.55243933	0.85247293	0.30784094	0	28.457776064999997	48.47537679	18.549237215	51.919513	26.754181141	40.05090874	23.038491699	12.203993145	48.23780606	29.728771925	2.57366163	2.368578287	5.681278754000001	1.15941361	26.07713617	7.58636131	5.81777761	5.033797610000001	4.30396743	2.40466743	39.918834690000004	96.10135575	43.770442368	62.693645610000004	18.866611913	78.08941102	80.455344755	17.650861719999998	54.756809535	32.46528817
K00052	164.828001885	169.228320526	38.314907034	82.04294238	76.63718064	48.752631965	34.540069991	93.83660275	18.453495364	46.630801496000004	11.71192928	5.746469678	12.36798994	39.670103104	6.0380298759999995	2.416888145	37.459484886999995	5.853361854999999	3.2577092700000003	4.48244618	111.663017044	210.73869826	178.277350752	167.48326904	182.246869285	194.98620608	119.35571429	28.56267787	150.001866896	150.9674606	33.27763906	15.54012878	22.224276714	25.510375200000002	34.17361578	30.33392146	37.570340434	28.05227997	44.295323906	13.4173603	186.73296860600001	224.790638431	261.72137453199997	273.025841579	146.281761512	236.926783906	225.61789684000001	246.721716065	199.57685681	230.36229011
K00053	201.07658235	192.35650674	47.7663575	99.35010812	78.11042815	60.862587770000005	44.49544882	101.28517513	20.49302412	56.99030998	17.76206573	7.51260772	18.86548453	53.49733183	8.102919091	1.93735135	44.933085848	9.056977195	2.74192345	5.64641279	106.175214604	234.077656795	180.48080242	175.07700624999998	217.741430676	213.66976516	150.981148834	39.271619305	143.38891619	180.36936703	41.86806817	19.311891630999998	21.252740644	32.571943624	32.421044115	41.738838969999996	44.282407428	33.88805416	53.778199347000005	14.56289178	196.359365526	334.703200583	312.565698989	245.013931091	154.465045109	277.05695033	258.82617617	238.556865486	263.051750043	202.687270995
K00054	2.662570524	109.48329136	0.31976974	2.91107433	225.34474935	2.6196859	0.74031669	3.72085789	217.38999545000001	0.46903589999999995	4.6390718600000005	0	0.637490148	0.074538566	0	1.25030709	0.21538973	0.55536735	0	0	30.83424838	18.21529107	7.51776438	215.091772743	16.4669941	89.22835598	171.43487082000001	379.98932675	260.7788554	126.61049806999999	0	0	0	0	279.60778667	0.7095057	0.45187762	1.12932681	2.73186306	443.01381392	203.58924042499999	106.44915653	113.530603485	188.37721972	216.89313156999998	44.924816480000004	152.51999585	108.48981163	192.32175274	116.40412439
K00055	16.22460396	16.414716805	4.35323792	9.18263662	157.96760186999998	4.8634416300000005	7.143514346	5.89020411	66.40326476	4.0481374500000005	2.76711968	1.0774876	0.941122035	0.6205534100000001	0.9756531	0.5011637600000001	3.00444227	1.6640363900000001	0.13865077	0.17145431	17.28047457	32.1013229	38.78784845	177.36932365	11.793908674999999	65.49069537	245.49225878	277.153629839	323.74572867	130.64322984	2.7747462	1.3864894	0.71684171	3.99821642	437.46678376	2.4130755600000002	2.46918426	3.8572580800000003	2.4451558799999997	700.964258235	85.935303026	23.35419798	33.45694323	81.575128335	202.79877108600002	31.53297998	75.15219757	56.25005586	53.4657061	142.40668171
K00057	95.56729751499999	261.228851982	38.74254475	83.72644727	315.09059182	49.91543294	43.146880025	98.802668337	624.95890734	37.92236125	16.847433253	4.223512929	7.315079743	9.148966654	7.103992846	2.55390294	12.74355898	9.510881775	1.49520293	1.0742477799999999	169.0636488	200.045923244	247.800499481	380.172119914	250.770947477	293.475593302	314.385782276	432.018115846	374.76621011000003	311.063887544	11.50221136	14.907370294	17.169981571	14.306286776	775.97263478	19.13674368	29.557913083	31.360340666	50.34287	521.89053727	349.19148722	278.74636798	250.188991571	248.646123543	272.423667686	246.32143324	296.73768918	211.60413812	317.917934512	337.256556825
K00058	269.934984839	380.634623153	71.940630599	159.403111855	309.79956898	83.477453135	70.597637938	152.906408797	259.842805444	77.421995524	30.102831808999998	11.510437985	20.88725035	57.752377085000006	11.756880262	3.8050935499999996	57.520584903999996	17.700380414	4.30449201	5.834258149999999	193.632732065	337.919787118	468.269779085	406.710089452	428.664502206	356.325492462	322.811429339	409.462115552	270.632398706	340.668469895	46.937003334	30.454984654	30.359142833	41.379877644	162.497548514	43.970169355	54.117086627	44.43637164	76.415626222	463.082593185	400.687828463	464.531843393	526.181099584	409.291817438	340.954717331	406.53283131	520.582157653	506.583751007	472.837749576	457.727068135
K00059	625.94174646	942.017088543	184.033738153	333.622637335	966.584512265	211.871513233	162.826879621	405.405139863	594.184939828	184.468485433	73.031302844	27.565741706	52.460620428	111.097502625	32.664209905	11.757420641	115.12767766	34.975112087999996	11.925144278	11.660849568	602.912776598	1001.32680006	937.9167658599999	1273.294011599	888.061654268	1006.354859869	1211.7804187899999	1141.21627399	1106.69953599	1006.6047118280001	114.65943345999999	70.56846768	102.981973235	93.411944779	893.1806423099999	115.31165535	153.817048811	129.351649847	194.158318313	1308.66985713	1189.488037169	997.182153176	1445.030532522	1286.925336746	1292.977489369	1863.638825516	1597.071123571	1938.711855196	1086.117141589	1303.583672974
